	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d
27	12.66279	-8.88984	-15.17051	-8.70890	45.61345	-0.10676	10.80186	3.42481	-2.49374	0.52867	0.40408	0.43690	4.89852	3.52408	-15.86148	0.20775	0.05414	0.03760	12.71930	-6.85122	-168.17839	-0.12937	157.30542	23.75988	-0.57516	-1.00010	0.13711	-0.05414	-0.03724	13.32640	-2.12874	-5.69894	0.07265	-0.05936	-0.03172	-4.36720	13.40076	2.91902	0.04091	-0.00440	-0.01688	10.23758	3.99139	175.25349	-0.79073	169.98639	12.18471	-11.45726	-21.39108	13.66434	23.07080	0.21212	10.45601	0.77634	4.58854	0.25702	0.20847	0.12348	4.38425	5.47992	-13.79204	0.28738	0.05059	-0.01254	11.49221	-8.82737	16.48192	1.08639	-15.04646	24.52611	-1.79531	-3.14474	0.08653	-0.10573	-0.01052	14.30731	-1.80369	-5.18325	0.14726	-0.07996	-0.01248	-2.85093	13.85175	2.72928	0.09928	-0.01531	-0.03275	11.20399	4.48153	-8.95857	1.55557	-16.19748
28	12.14790	-8.93984	-15.38854	-6.60558	44.46566	-0.07559	10.33540	3.50821	-2.80119	0.50334	0.40466	0.36846	4.77720	3.62921	-15.44281	0.25045	0.05057	0.03883	12.60265	-6.95383	-168.15956	-0.12832	157.26057	23.89960	-0.56522	-0.74177	0.15019	-0.06309	-0.03040	13.57829	-1.98158	-6.21822	0.08303	-0.06174	-0.03083	-4.17780	13.27971	3.11403	0.03945	-0.00630	-0.01591	10.40461	3.98923	175.30725	-0.74692	169.97798	11.62571	-11.51179	-21.18395	13.21963	23.86874	0.18971	10.18930	0.86523	3.86736	0.24903	0.22071	0.10507	4.41021	5.51486	-13.72103	0.29675	0.05498	-0.02037	11.23413	-8.99090	16.88131	1.07534	-15.04190	24.57483	-1.80540	-3.05924	0.10909	-0.10960	-0.00413	14.33531	-1.71742	-5.34434	0.15034	-0.07686	0.00179	-2.70608	13.79815	2.88444	0.10478	-0.01216	-0.03134	11.41085	4.44051	-9.06348	1.54420	-16.22364
29	11.66699	-8.92401	-15.67347	-5.70221	44.32508	-0.05898	9.92005	3.49151	-3.19724	0.49073	0.40480	0.31718	4.65750	3.75434	-14.86553	0.27594	0.04282	0.03775	12.45538	-7.05894	-168.14185	-0.13767	157.22421	23.99547	-0.54851	-0.62917	0.15101	-0.07059	-0.01967	13.78240	-1.88122	-6.57117	0.09415	-0.06660	-0.02815	-3.98526	13.16623	3.26790	0.03835	-0.01232	-0.01494	10.56249	3.98319	175.37802	-0.70512	169.97165	11.09416	-11.53947	-21.08761	12.33980	23.79847	0.16205	9.95352	0.91781	3.31801	0.24451	0.21924	0.09159	4.45402	5.54156	-13.69920	0.30101	0.05290	-0.02736	10.98405	-9.13384	17.26217	1.06317	-15.04211	24.57122	-1.82747	-3.08909	0.12740	-0.09587	0.00570	14.29849	-1.68964	-5.34119	0.15472	-0.06563	0.01854	-2.56792	13.76640	2.97951	0.11196	-0.00977	-0.02881	11.60363	4.38228	-9.15014	1.53573	-16.24037
30	11.22110	-8.85633	-16.01666	-4.42799	44.73214	-0.04175	9.54894	3.40176	-3.55162	0.46740	0.40550	0.27647	4.54339	3.87808	-14.26627	0.30273	0.03487	0.03732	12.28342	-7.16496	-168.12254	-0.15732	157.19681	24.04958	-0.51731	-0.66537	0.15149	-0.05484	-0.01012	13.93789	-1.83153	-6.73115	0.10169	-0.05681	-0.02343	-3.78601	13.06216	3.35297	0.04130	-0.00968	-0.01536	10.71274	3.98202	175.46851	-0.66504	169.96906	10.58787	-11.53055	-21.10617	12.73239	23.93203	0.15268	9.74561	0.93748	2.96284	0.23233	0.22371	0.07659	4.51550	5.55048	-13.73266	0.30769	0.05605	-0.03454	10.74224	-9.24930	17.61357	1.04920	-15.04586	24.51728	-1.86206	-3.25681	0.12725	-0.07801	0.01529	14.19199	-1.72511	-5.14254	0.16549	-0.05449	0.03841	-2.43792	13.75284	2.99672	0.11765	-0.00376	-0.02440	11.78395	4.30394	-9.20922	1.52946	-16.24595
31	10.79562	-8.76147	-16.42247	-3.35062	46.24836	-0.02972	9.20961	3.27115	-3.74374	0.44587	0.41346	0.25115	4.44168	3.99004	-13.76029	0.31692	0.03101	0.03486	12.09144	-7.27062	-168.10036	-0.18677	157.17732	24.07023	-0.46685	-0.82883	0.14120	-0.02800	-0.00270	14.05123	-1.82619	-6.71817	0.11245	-0.04655	-0.01961	-3.58258	12.96642	3.37106	0.04721	-0.01047	-0.01659	10.85627	3.99289	175.57503	-0.62645	169.97047	10.10527	-11.48182	-21.22262	10.76194	25.31254	0.11855	9.56679	0.93083	2.77356	0.24571	0.22851	0.06902	4.59253	5.53621	-13.80126	0.31067	0.05947	-0.04125	10.50578	-9.33492	17.92783	1.03273	-15.05321	24.41802	-1.91017	-3.56649	0.14170	-0.06936	0.02629	14.01490	-1.81891	-4.76294	0.16601	-0.05456	0.05716	-2.32283	13.75008	2.94835	0.12904	-0.00635	-0.01963	11.95358	4.20325	-9.23483	1.52516	-16.24114
32	10.37845	-8.66100	-16.87802	-1.91098	47.47959	-0.01647	8.89359	3.12278	-3.72262	0.41795	0.42053	0.22859	4.35818	4.09020	-13.41167	0.33030	0.02509	0.03251	11.88346	-7.37609	-168.07561	-0.22444	157.16357	24.06811	-0.39663	-1.08147	0.13815	0.00227	0.00168	14.13287	-1.85320	-6.58141	0.11768	-0.02943	-0.01568	-3.38089	12.87753	3.34196	0.05990	-0.00203	-0.01972	10.99276	4.01848	175.68936	-0.58933	169.97482	9.64509	-11.39577	-21.40327	8.50182	25.64552	0.08727	9.41932	0.90306	2.69504	0.26236	0.22213	0.06006	4.68177	5.49946	-13.87937	0.30877	0.05894	-0.04635	10.26960	-9.39291	18.20100	1.01347	-15.06549	24.27974	-1.97610	-4.00580	0.13650	-0.06062	0.03274	13.76890	-1.95637	-4.25254	0.18161	-0.05586	0.08252	-2.23283	13.74972	2.86713	0.12385	-0.00857	-0.01150	12.11444	4.07824	-9.22199	1.52321	-16.22840
33	9.96564	-8.57061	-17.34408	-0.94529	47.83509	-0.00811	8.59468	2.97304	-3.52624	0.38983	0.41668	0.20783	4.29080	4.18019	-13.22229	0.33816	0.01713	0.03198	11.66320	-7.48416	-168.04964	-0.26724	157.15292	24.05253	-0.31176	-1.37876	0.14197	0.01792	0.00450	14.19297	-1.89875	-6.38031	0.11992	-0.02338	-0.01237	-3.18789	12.79509	3.29256	0.06978	-0.00010	-0.02135	11.12128	4.05590	175.80116	-0.55393	169.98026	9.20612	-11.27894	-21.60597	7.61214	25.76954	0.07424	9.30277	0.85708	2.67028	0.26639	0.21854	0.04795	4.77906	5.44408	-13.95293	0.32051	0.05918	-0.05139	10.02875	-9.42922	18.43264	0.99176	-15.08503	24.10941	-2.06732	-4.54633	0.14488	-0.04560	0.04112	13.45712	-2.11411	-3.68120	0.18867	-0.04964	0.10610	-2.17890	13.74407	2.79039	0.11833	-0.00493	-0.00355	12.26889	3.92791	-9.16551	1.52426	-16.21058
34	9.55691	-8.50261	-17.77340	-1.27874	47.27511	-0.01113	8.30724	2.83676	-3.24974	0.37066	0.40448	0.19182	4.23057	4.25782	-13.14504	0.33791	0.01283	0.03372	11.43338	-7.59970	-168.02405	-0.31076	157.14313	24.02846	-0.22287	-1.68044	0.11602	0.03126	0.00543	14.23734	-1.94913	-6.16676	0.15060	-0.01683	-0.01136	-3.00936	12.71927	3.24708	0.05668	-0.00451	-0.01599	11.24100	4.09770	175.90065	-0.52068	169.98512	8.78674	-11.14017	-21.79171	6.51454	26.68504	0.06150	9.21246	0.79651	2.65744	0.27390	0.22270	0.03839	4.87924	5.37057	-14.02427	0.33170	0.06174	-0.05318	9.77948	-9.45126	18.62541	0.96859	-15.11462	23.91333	-2.19131	-5.14531	0.16094	-0.03842	0.05199	13.08285	-2.26406	-3.12272	0.18179	-0.05163	0.12200	-2.16964	13.72722	2.74577	0.12697	-0.00445	0.00450	12.41973	3.75358	-9.06020	1.52918	-16.18974
35	9.15124	-8.46664	-18.12969	-1.21775	46.61654	-0.01094	8.02814	2.72714	-2.99371	0.34957	0.39224	0.17395	4.16866	4.31877	-13.11657	0.33826	0.00652	0.03672	11.19556	-7.72718	-167.99989	-0.35044	157.13255	23.99652	-0.14257	-1.95909	0.11748	0.04033	0.00744	14.26557	-1.99335	-5.97313	0.16048	-0.01447	-0.00647	-2.84872	12.65034	3.22040	0.06549	-0.00242	-0.01689	11.35289	4.13512	175.98103	-0.49016	169.98843	8.38576	-10.98886	-21.93228	4.72461	27.89006	0.04368	9.14164	0.72831	2.63392	0.29172	0.22429	0.03231	4.97715	5.27245	-14.10682	0.33640	0.06275	-0.05087	9.52008	-9.46538	18.78438	0.94564	-15.15690	23.69293	-2.35091	-5.75217	0.18122	-0.04486	0.06710	12.64712	-2.37990	-2.64034	0.17105	-0.06260	0.13453	-2.20823	13.69546	2.74291	0.12786	-0.00357	0.01281	12.56895	3.55956	-8.90230	1.53930	-16.16714
36	8.74510	-8.46725	-18.39304	-1.72684	45.08033	-0.01621	7.75723	2.65444	-2.82828	0.33203	0.37227	0.15692	4.10193	4.35919	-13.08851	0.33593	0.00194	0.03815	10.95067	-7.86752	-167.97691	-0.38274	157.12001	23.95448	-0.08085	-2.20439	0.11123	0.04337	0.00950	14.27112	-2.02598	-5.80917	0.17719	-0.01275	0.00204	-2.70721	12.58939	3.21698	0.06644	-0.00245	-0.01543	11.46076	4.16115	176.03989	-0.46307	169.99001	8.00304	-10.83283	-22.01234	2.84582	30.25638	0.02585	9.08474	0.66170	2.59083	0.30947	0.23669	0.02675	5.07003	5.13861	-14.21570	0.34524	0.06855	-0.04867	9.25125	-9.47524	18.91598	0.92537	-15.21391	23.44056	-2.54166	-6.32029	0.16986	-0.04414	0.07447	12.14662	-2.44337	-2.27498	0.17545	-0.07059	0.16000	-2.29077	13.64738	2.77277	0.11198	-0.00687	0.01783	12.71582	3.35275	-8.69021	1.55654	-16.14344
37	8.33524	-8.50180	-18.55800	-0.42849	44.76059	-0.00421	7.49665	2.62336	-2.77833	0.29665	0.36690	0.13117	4.03301	4.37600	-13.04378	0.35405	-0.00120	0.03908	10.69974	-8.01706	-167.95413	-0.40563	157.10468	23.89797	-0.04316	-2.42230	0.14098	0.05555	0.01655	14.24147	-2.04731	-5.66578	0.17078	-0.00868	0.01514	-2.58539	12.53786	3.23336	0.08615	-0.00120	-0.01751	11.57096	4.17141	176.07909	-0.44019	169.99028	7.63918	-10.67754	-22.02770	-0.42982	30.97877	-0.00383	9.04136	0.60572	2.52442	0.33145	0.23075	0.01865	5.16116	4.95975	-14.35880	0.35196	0.06791	-0.05048	8.97605	-9.48186	19.02655	0.91073	-15.28671	23.14289	-2.75357	-6.82093	0.17256	-0.04958	0.09121	11.57657	-2.44715	-2.03789	0.16444	-0.08024	0.17126	-2.40731	13.58419	2.81349	0.10912	-0.01027	0.02267	12.85701	3.14123	-8.42417	1.58328	-16.11963
38	7.92213	-8.56114	-18.63186	-0.15283	43.14239	-0.00155	7.25067	2.62881	-2.82567	0.27781	0.35350	0.11288	3.96835	4.36890	-12.99542	0.35194	0.00021	0.03429	10.44475	-8.16926	-167.93045	-0.41864	157.08626	23.81960	-0.03129	-2.62926	0.15495	0.06987	0.02549	14.15929	-2.06071	-5.52307	0.17785	0.00173	0.03483	-2.48410	12.49637	3.26185	0.09044	0.00016	-0.01528	11.69011	4.16360	176.10350	-0.42228	169.99008	7.29358	-10.52728	-21.98307	-1.60200	31.05631	-0.01399	9.01860	0.56694	2.43245	0.33304	0.22904	0.00332	5.26172	4.73637	-14.53329	0.36708	0.06960	-0.06202	8.69883	-9.48499	19.12137	0.90385	-15.37446	22.79000	-2.97509	-7.24856	0.19761	-0.05818	0.12454	10.93774	-2.39310	-1.91376	0.13567	-0.08649	0.15753	-2.54484	13.50998	2.84056	0.11668	-0.00726	0.02835	12.98826	2.93334	-8.10693	1.62208	-16.09755
39	7.50875	-8.63198	-18.63229	0.14380	42.62048	0.00149	7.02434	2.65504	-2.92403	0.26100	0.34748	0.09578	3.91600	4.34281	-12.97364	0.35187	-0.00168	0.02679	10.18768	-8.31663	-167.90524	-0.42260	157.06476	23.70920	-0.04551	-2.84454	0.15413	0.08036	0.03547	14.00604	-2.07035	-5.35942	0.19200	0.00811	0.06363	-2.40485	12.46439	3.29376	0.09304	0.00153	-0.01196	11.82240	4.13612	176.11966	-0.41000	169.99017	6.96384	-10.38523	-21.88872	-3.08341	31.45511	-0.02647	9.02787	0.54744	2.31477	0.33639	0.22599	-0.01754	5.38515	4.48312	-14.72791	0.38742	0.06642	-0.08241	8.42370	-9.48434	19.20456	0.90352	-15.47302	22.37978	-3.19518	-7.60479	0.19982	-0.04835	0.14611	10.23945	-2.28808	-1.88420	0.12679	-0.08109	0.15942	-2.69152	13.43183	2.83821	0.11339	-0.00444	0.02990	13.10537	2.73698	-7.74564	1.67473	-16.07952
40	7.09887	-8.69865	-18.58167	0.14554	41.82328	0.00151	6.82102	2.68153	-3.02222	0.25010	0.34149	0.08207	3.88195	4.30497	-13.00719	0.34192	-0.00015	0.01770	9.92959	-8.45183	-167.87915	-0.41927	157.04063	23.55554	-0.08579	-3.08471	0.13948	0.06920	0.04374	13.76630	-2.08108	-5.15795	0.21679	-0.00044	0.10535	-2.34987	12.44111	3.32221	0.08161	-0.00409	-0.00665	11.96766	4.08677	176.13414	-0.40369	169.99136	6.64582	-10.25307	-21.75709	-5.18831	31.58855	-0.04407	9.07589	0.54512	2.17488	0.34748	0.22364	-0.04100	5.53630	4.22332	-14.92779	0.40231	0.06783	-0.10373	8.15298	-9.48062	19.27917	0.90357	-15.57440	21.91709	-3.40397	-7.87381	0.21066	-0.03736	0.17266	9.49840	-2.14140	-1.95831	0.11804	-0.07167	0.15561	-2.83976	13.36066	2.80904	0.10683	-0.00189	0.02885	13.20530	2.55890	-7.35285	1.74129	-16.06685
41	6.69834	-8.74454	-18.50137	0.52654	42.18377	0.00530	6.64082	2.69241	-3.08473	0.23137	0.34294	0.06751	3.86670	4.25796	-13.10796	0.35178	0.00153	0.01104	9.67175	-8.56835	-167.85423	-0.41068	157.01439	23.34908	-0.15311	-3.36098	0.13737	0.07851	0.05606	13.43283	-2.09962	-4.90904	0.23007	0.00471	0.14788	-2.32223	12.42554	3.34386	0.07910	-0.00761	-0.00224	12.11920	4.00968	176.15201	-0.40348	169.99442	6.33338	-10.13136	-21.60299	-7.30200	31.98881	-0.06215	9.16026	0.55544	2.01822	0.36289	0.22058	-0.06285	5.70930	3.97851	-15.11640	0.41104	0.06488	-0.11978	7.88667	-9.47513	19.34721	0.89576	-15.66974	21.41538	-3.59229	-8.02779	0.21118	-0.03222	0.18543	8.73916	-1.96842	-2.17002	0.11330	-0.06553	0.15075	-2.98697	13.31136	2.77759	0.09889	-0.00561	0.02606	13.28741	2.40434	-6.94566	1.81919	-16.05833
42	6.31787	-8.75645	-18.40841	-0.57955	42.42152	-0.00546	6.48297	2.67956	-3.10155	0.23026	0.34486	0.05899	3.86505	4.19937	-13.26517	0.34494	0.00997	0.00703	9.41715	-8.66259	-167.83302	-0.39866	156.98654	23.08637	-0.24789	-3.68020	0.13195	0.10213	0.06580	13.00965	-2.13574	-4.61031	0.23169	0.01855	0.18222	-2.32546	12.41622	3.35962	0.08486	0.00200	0.00256	12.26496	3.89549	176.17683	-0.40961	170.00020	6.01815	-10.02035	-21.44390	-7.57509	33.68220	-0.06570	9.27122	0.57417	1.84827	0.36811	0.23307	-0.07699	5.89459	3.76163	-15.27658	0.42358	0.06685	-0.13230	7.62283	-9.46905	19.40956	0.87503	-15.75427	20.89930	-3.75030	-8.05846	0.19849	-0.01621	0.17586	7.99337	-1.79375	-2.53764	0.10745	-0.04901	0.13801	-3.13467	13.29943	2.77854	0.10043	-0.00179	0.02508	13.35411	2.27732	-6.54345	1.90298	-16.05030
43	5.97096	-8.72776	-18.31703	-2.65521	42.02013	-0.02221	6.34729	2.64127	-3.08354	0.23951	0.33640	0.05236	3.86833	4.12549	-13.45020	0.33190	0.01209	0.00717	9.16987	-8.73500	-167.81683	-0.38465	156.95796	22.77471	-0.36298	-4.04870	0.15419	0.10692	0.08796	12.50762	-2.19889	-4.26726	0.21566	0.01822	0.19734	-2.36322	12.41081	3.37355	0.09911	-0.00046	0.00923	12.39686	3.74145	176.21490	-0.42270	170.00967	5.69071	-9.92034	-21.29848	-10.45957	34.45107	-0.09400	9.39643	0.59861	1.66777	0.39245	0.23129	-0.08839	6.08560	3.57808	-15.39441	0.42422	0.06663	-0.13882	7.35880	-9.46294	19.46587	0.84156	-15.82902	20.40258	-3.86828	-7.99062	0.18762	-0.00369	0.15592	7.29454	-1.64236	-3.04198	0.09969	-0.03249	0.11794	-3.28869	13.33263	2.84485	0.10701	-0.00302	0.02551	13.41065	2.18096	-6.16619	1.98503	-16.03797
44	5.67198	-8.65817	-18.24313	-3.19133	42.31857	-0.02201	6.23493	2.57998	-3.04747	0.23909	0.33721	0.04208	3.86640	4.03209	-13.62812	0.32292	0.01565	0.01132	8.93373	-8.78961	-167.80530	-0.36969	156.92943	22.42778	-0.48244	-4.47119	0.14962	0.12116	0.09298	11.93358	-2.29032	-3.89499	0.21583	0.02257	0.22415	-2.43892	12.40634	3.39113	0.09450	0.00576	0.01505	12.51835	3.55910	176.27800	-0.44361	170.02354	5.34232	-9.83181	-21.18230	-10.47787	33.79887	-0.09888	9.52552	0.62811	1.48145	0.38031	0.22668	-0.08671	6.28137	3.42921	-15.46334	0.44837	0.06294	-0.15479	7.09261	-9.45675	19.51459	0.79887	-15.89861	19.95974	-3.94019	-7.86996	0.18089	0.01008	0.12977	6.66914	-1.52694	-3.62685	0.09388	-0.01467	0.09798	-3.45739	13.40667	2.99278	0.10671	-0.00229	0.02553	13.46431	2.11765	-5.83267	2.05654	-16.01642
45	5.43440	-8.55023	-18.20540	-3.87441	42.69499	-0.01972	6.14914	2.49754	-3.00376	0.23964	0.33966	0.03011	3.85069	3.91590	-13.76957	0.32281	0.02196	0.01826	8.71123	-8.83183	-167.79666	-0.35454	156.90138	22.05516	-0.59263	-4.94302	0.14382	0.15210	0.09521	11.28761	-2.39920	-3.51740	0.22479	0.03068	0.26173	-2.55524	12.40095	3.41788	0.07764	0.00288	0.01760	12.63745	3.36627	176.37877	-0.47342	170.04214	4.96705	-9.75461	-21.10323	-10.90766	33.16060	-0.10858	9.65366	0.66304	1.29483	0.36963	0.22266	-0.08429	6.48674	3.31499	-15.48490	0.47880	0.06299	-0.17890	6.82389	-9.44963	19.55297	0.75144	-15.96877	19.59714	-3.96632	-7.74904	0.17807	0.03141	0.10056	6.13001	-1.44607	-4.21710	0.08228	0.00803	0.07345	-3.65045	13.50875	3.22190	0.11735	0.00319	0.03017	13.52293	2.08865	-5.55763	2.10900	-15.98111
46	5.26718	-8.40841	-18.21973	-4.86288	43.85387	-0.01563	6.09486	2.39355	-2.95573	0.24901	0.34738	0.01715	3.81735	3.77713	-13.85724	0.31679	0.02708	0.02410	8.50331	-8.86659	-167.78844	-0.33965	156.87344	21.65907	-0.69036	-5.44661	0.14940	0.13904	0.10446	10.56878	-2.50574	-3.16253	0.21397	0.01330	0.27552	-2.71296	12.39612	3.45747	0.07123	-0.00023	0.02081	12.75834	3.17681	176.52490	-0.51377	170.06540	4.56433	-9.68715	-21.06145	-12.62747	33.35312	-0.13117	9.78261	0.70332	1.11297	0.37484	0.22006	-0.08869	6.70974	3.23420	-15.46573	0.49548	0.05928	-0.20486	6.55420	-9.44020	19.57749	0.70292	-16.04451	19.32599	-3.95320	-7.67665	0.18721	0.04640	0.07547	5.67442	-1.39120	-4.73961	0.06412	0.02307	0.04838	-3.87538	13.62496	3.52028	0.12297	0.00385	0.03515	13.59250	2.09304	-5.34935	2.13672	-15.92974
47	5.16429	-8.24330	-18.28974	-4.44512	44.50968	-0.00803	6.07420	2.27092	-2.90626	0.25245	0.35582	0.00373	3.77155	3.62199	-13.88941	0.31288	0.03056	0.02434	8.30892	-8.89814	-167.77766	-0.32534	156.84433	21.24166	-0.77971	-5.95613	0.16867	0.14622	0.12230	9.78340	-2.58745	-2.85811	0.19404	0.01005	0.26966	-2.90995	12.39810	3.51072	0.06497	-0.00256	0.02283	12.88100	3.00007	176.71866	-0.56724	170.09225	4.14218	-9.62586	-21.05355	-14.72425	33.27655	-0.15437	9.92054	0.74595	0.94260	0.38778	0.21454	-0.10230	6.95655	3.18266	-15.41390	0.50415	0.05874	-0.22975	6.28691	-9.42632	19.58396	0.65462	-16.12815	19.13939	-3.91128	-7.68729	0.17130	0.05542	0.04488	5.28804	-1.35260	-5.14077	0.06064	0.03076	0.03891	-4.12973	13.74523	3.86591	0.11906	0.00675	0.03653	13.67451	2.12722	-5.20894	2.14159	-15.86618
