	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s11.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d	C:\Users\51792\Desktop\preprocessed_data_20251120\13\s1\s12.c3d
7	16.15824	-8.91198	-17.08653	9.40250	1.38820	-0.01599	16.04470	1.26483	-2.75084	0.20100	-0.08018	-0.20694	4.57267	3.92319	-7.69676	0.00362	0.00804	-0.00248	11.26486	-5.35883	-173.94263	-0.21563	157.12770	20.69532	-0.24628	-4.47413	0.09835	-0.17767	-0.04765	6.67788	-3.73637	-4.01623	-0.03528	-0.18674	0.02532	-9.62671	15.68206	8.38458	-0.04845	-0.03356	-0.03732	7.08103	3.87679	171.10306	-3.76018	169.18549	24.16772	-11.94718	-14.52083	13.34250	-15.25736	0.07095	17.44711	-0.51941	-1.18592	0.27658	-0.24970	-0.49607	1.01195	4.06480	-6.57507	0.07049	0.02107	-0.05345	13.95585	-7.23845	8.27603	0.39665	-16.33745	22.16572	-0.85160	-2.23740	0.08693	-0.18230	-0.02157	8.56910	-4.12431	-4.33432	0.00579	-0.20524	-0.00643	-10.05950	14.17260	6.73663	-0.02170	-0.03427	-0.00460	6.47859	3.73904	-14.47085	2.75978	-16.21282
8	16.37716	-9.08721	-16.04367	-3.46964	4.73102	0.00286	16.66200	1.19560	-1.96526	0.31155	-0.07105	-0.29894	5.12418	3.99244	-9.78247	0.00096	0.01372	-0.00064	11.29257	-5.57368	-173.50227	-0.14898	157.26724	21.01083	-0.29210	-4.51285	0.10981	-0.19483	-0.06664	7.11678	-3.72134	-2.50476	-0.03168	-0.19070	0.03564	-9.59832	15.62667	7.25082	-0.04413	-0.03368	-0.00986	7.24944	3.86998	171.16576	-3.05335	169.57285	24.34079	-11.90299	-12.33143	-0.20741	-4.78207	-0.00193	18.42569	-0.05041	-2.15952	0.49525	-0.17280	-0.68265	1.57080	4.10675	-8.00972	0.05349	0.03243	-0.04090	13.75479	-7.11711	8.81542	0.26533	-16.15254	22.34263	-0.99464	-1.77584	0.02947	-0.12582	-0.01008	9.21001	-3.98462	-3.13534	0.05196	-0.15922	-0.07148	-9.60278	14.20098	5.00284	-0.03716	-0.02334	0.01024	6.54411	3.75228	-14.14913	2.20355	-15.98395
9	16.57827	-9.36802	-14.86058	-13.36085	7.08538	-0.00567	17.17684	1.33092	-1.19823	0.40212	-0.04007	-0.28664	5.64590	4.13711	-11.95803	-0.00808	0.02588	0.00472	11.35699	-5.77404	-173.06947	-0.14743	157.37973	21.39247	-0.36785	-4.17244	0.12276	-0.15975	-0.08549	7.80224	-3.56471	-1.47075	-0.02780	-0.15388	0.03940	-9.23957	15.56793	6.00195	-0.03760	-0.02552	0.00836	7.38486	3.88732	171.22340	-2.57442	169.77728	24.25150	-11.84157	-10.50759	-11.00879	-1.00430	-0.15138	19.02923	0.59550	-2.37374	0.63646	-0.11896	-0.40666	2.12899	4.19184	-9.85080	0.07041	0.03704	-0.04973	13.54277	-6.92608	9.32528	0.25452	-15.99726	22.57974	-1.15771	-1.00832	0.02563	-0.18335	-0.01074	10.01701	-3.70464	-2.49728	0.07109	-0.17477	-0.10774	-8.90754	14.34947	3.34760	-0.03631	-0.02600	0.02351	6.61664	3.81558	-13.82475	1.89350	-15.91236
10	16.70891	-9.67825	-13.80144	-17.18660	8.52380	-0.03260	17.51527	1.58128	-0.45282	0.44221	0.00699	-0.16587	6.09938	4.28171	-13.99011	-0.00804	0.03343	0.00379	11.44897	-5.95985	-172.63142	-0.18065	157.48033	21.81579	-0.47051	-3.48156	0.12894	-0.13590	-0.09444	8.65107	-3.30151	-1.08210	-0.02454	-0.12191	0.03744	-8.71341	15.50381	4.90843	-0.02137	-0.01570	0.01049	7.49438	3.91393	171.29086	-2.27251	169.86084	23.82602	-11.72414	-9.45995	-11.24598	1.56737	-0.19605	19.17102	1.21739	-1.68297	0.68685	-0.04010	0.10873	2.67010	4.20316	-11.91424	0.09960	0.05650	-0.06514	13.34092	-6.72141	9.82664	0.31918	-15.86378	22.85866	-1.31635	-0.00483	0.04034	-0.21159	-0.01817	10.90567	-3.31921	-2.52130	0.07902	-0.16670	-0.11840	-8.12197	14.52891	2.03036	-0.00978	-0.01612	0.00847	6.70794	3.91065	-13.49310	1.75253	-15.91730
11	16.72912	-9.93189	-13.05459	-18.32572	8.36142	-0.06222	17.64787	1.85238	0.20587	0.45916	0.04559	-0.01088	6.46461	4.37999	-15.67265	-0.00377	0.04341	0.00136	11.55122	-6.12229	-172.17686	-0.22976	157.57071	22.24529	-0.59375	-2.54221	0.10444	-0.13531	-0.07298	9.54283	-2.96864	-1.36457	-0.00094	-0.10457	0.00136	-8.18152	15.43321	4.15251	-0.01384	-0.00785	0.00797	7.58690	3.93765	171.38495	-2.08852	169.87215	23.09146	-11.55645	-9.33031	-7.32335	1.52653	-0.14243	18.90221	1.66438	-0.28469	0.69947	0.00789	0.56313	3.17745	4.13085	-13.89715	0.13433	0.06740	-0.08121	13.17123	-6.55672	10.33377	0.42459	-15.75243	23.14447	-1.45874	1.11556	0.00876	-0.16952	-0.00365	11.77225	-2.86367	-3.17906	0.13118	-0.12582	-0.17460	-7.37410	14.68327	1.19003	-0.01583	-0.01698	0.01492	6.82754	4.01970	-13.14625	1.71400	-15.95424
12	16.62655	-10.07095	-12.69477	-19.32463	8.05686	-0.08908	17.58093	2.07343	0.66390	0.48171	0.06488	0.13741	6.72956	4.42347	-16.85053	-0.00628	0.04433	0.00158	11.64954	-6.25373	-171.70334	-0.28532	157.64479	22.63659	-0.72622	-1.51547	0.06533	-0.14515	-0.03831	10.35658	-2.60578	-2.19985	0.03573	-0.09741	-0.04256	-7.75799	15.34581	3.80276	-0.00902	-0.00618	0.00474	7.67075	3.94903	171.52094	-1.97147	169.84264	22.15466	-11.38174	-10.01755	-5.11942	7.07572	-0.09908	18.34314	1.86439	1.39718	0.70301	0.07874	0.84915	3.61971	4.06003	-15.45804	0.15174	0.07763	-0.08139	13.05060	-6.47123	10.85015	0.54575	-15.66483	23.39132	-1.58360	2.19403	-0.01558	-0.17177	0.00488	12.52031	-2.38099	-4.32293	0.17493	-0.11650	-0.18399	-6.74522	14.77799	0.85640	-0.00982	-0.01501	0.00906	6.98130	4.12842	-12.77405	1.72633	-15.99892
13	16.42174	-10.07577	-12.69601	-18.97865	9.57801	-0.09990	17.34408	2.20695	0.80589	0.48955	0.08897	0.25734	6.88808	4.43045	-17.43917	-0.00595	0.05630	0.00084	11.73957	-6.35258	-171.21947	-0.34353	157.69617	22.94150	-0.85798	-0.58364	0.03639	-0.16265	-0.01458	10.99884	-2.25916	-3.36376	0.07995	-0.10081	-0.06743	-7.49134	15.22350	3.82576	-0.02465	-0.01495	0.01009	7.75182	3.94083	171.70976	-1.88322	169.79543	21.15183	-11.24919	-11.29572	-5.22309	14.77688	-0.09056	17.62221	1.82755	2.93181	0.70688	0.14272	0.97430	3.96589	4.08271	-16.34408	0.16253	0.08381	-0.07214	12.98676	-6.48269	11.36849	0.66629	-15.60070	23.55599	-1.69237	3.04716	-0.00723	-0.20207	0.00118	13.08355	-1.92887	-5.71240	0.19431	-0.12583	-0.14005	-6.26252	14.79646	0.97192	-0.00194	-0.01839	0.00166	7.17151	4.22761	-12.36705	1.75427	-16.03722
14	16.15651	-9.95286	-12.96935	-16.63482	11.96877	-0.08794	16.97490	2.24616	0.56118	0.48115	0.10588	0.33566	6.93693	4.42383	-17.43677	0.00078	0.05624	-0.00002	11.82407	-6.42077	-170.74084	-0.40145	157.72243	23.11911	-0.98468	0.09325	0.04183	-0.16208	-0.00714	11.41792	-1.97956	-4.58310	0.09959	-0.09602	-0.04666	-7.36979	15.05556	4.11266	-0.02870	-0.01298	0.00833	7.83375	3.90791	171.95627	-1.79952	169.75079	20.19652	-11.18580	-12.92576	-2.63016	21.73643	-0.03720	16.84617	1.62671	4.05664	0.69490	0.19299	0.95663	4.20003	4.22329	-16.48069	0.17144	0.08914	-0.05846	12.97608	-6.58658	11.87390	0.77648	-15.55718	23.61650	-1.78442	3.50350	0.01912	-0.20913	-0.00026	13.44041	-1.57106	-7.06408	0.19538	-0.12466	-0.07885	-5.90942	14.74265	1.41394	-0.00168	-0.01390	0.00129	7.39787	4.31312	-11.92060	1.77789	-16.06373
15	15.87641	-9.72507	-13.39986	-13.13570	14.71622	-0.06324	16.51011	2.20846	-0.06865	0.46543	0.11995	0.37772	6.87721	4.41460	-16.92593	0.00327	0.05863	0.00032	11.90862	-6.46198	-170.28468	-0.45406	157.72540	23.15375	-1.10055	0.41092	0.10886	-0.16713	0.00520	11.61438	-1.81058	-5.60120	0.07312	-0.10011	-0.01090	-7.33707	14.84922	4.51399	-0.01440	-0.00882	0.00315	7.92130	3.85165	172.25894	-1.70953	169.72356	19.35410	-11.18995	-14.71128	2.36263	26.43160	0.02531	16.09421	1.34979	4.72995	0.65070	0.23330	0.82604	4.32788	4.44333	-15.98041	0.19031	0.09083	-0.04720	13.00459	-6.76133	12.34901	0.87136	-15.52894	23.58405	-1.85770	3.45463	0.04564	-0.22451	0.00392	13.61408	-1.35601	-8.11791	0.18340	-0.13492	-0.02836	-5.64627	14.63820	2.02345	0.01085	-0.01576	-0.00747	7.65789	4.38397	-11.43834	1.78877	-16.07892
16	15.61691	-9.42811	-13.87838	-9.82911	19.16421	-0.04020	15.98455	2.12651	-0.99669	0.45623	0.14930	0.39900	6.72025	4.39801	-16.06526	0.00270	0.06887	0.00057	11.99912	-6.48084	-169.86572	-0.49435	157.71017	23.06895	-1.18971	0.34074	0.16512	-0.19672	0.03224	11.64194	-1.77487	-6.24044	0.04729	-0.12544	0.00226	-7.31554	14.62843	4.88100	-0.00208	-0.00900	0.00045	8.02465	3.78491	172.61165	-1.61250	169.71976	18.64191	-11.23891	-16.50370	5.42564	22.91539	0.04298	15.41499	1.05592	5.07577	0.60926	0.20496	0.68122	4.37496	4.69046	-15.08657	0.19291	0.08648	-0.03418	13.05120	-6.97655	12.77921	0.94929	-15.50827	23.49845	-1.90949	2.89314	0.03165	-0.24304	0.00342	13.65749	-1.30114	-8.69717	0.19825	-0.15159	-0.00059	-5.42872	14.51338	2.63762	-0.00168	-0.01676	0.00103	7.94721	4.44035	-10.93386	1.78573	-16.08509
17	15.39722	-9.10527	-14.32117	-6.71202	21.11127	-0.02246	15.43391	2.03607	-2.06128	0.43616	0.16130	0.38664	6.49247	4.36114	-15.06612	0.00894	0.06697	0.00267	12.09983	-6.48222	-169.49471	-0.51541	157.68391	22.92029	-1.23142	-0.06585	0.18342	-0.20135	0.04422	11.58528	-1.86729	-6.43221	0.04285	-0.14033	0.00436	-7.23471	14.42429	5.09638	-0.00578	-0.01652	0.00158	8.15673	3.72733	173.00334	-1.51213	169.73788	18.04054	-11.30050	-18.18731	5.17978	21.50902	0.03323	14.82334	0.77093	5.28378	0.60031	0.19148	0.58585	4.37640	4.92775	-14.08976	0.18591	0.09085	-0.02365	13.09213	-7.20143	13.15738	1.01073	-15.48607	23.40965	-1.93650	1.91853	0.05089	-0.23507	0.00294	13.63171	-1.39049	-8.74435	0.18385	-0.15765	0.00946	-5.21818	14.39634	3.12046	0.01281	-0.01688	-0.00702	8.25961	4.48279	-10.42945	1.77166	-16.08436
18	15.22214	-8.79944	-14.67354	-5.80355	22.49282	-0.01598	14.89545	1.96596	-3.06652	0.43247	0.17277	0.36695	6.23325	4.29398	-14.15364	0.01901	0.07505	0.00652	12.21262	-6.47184	-169.17802	-0.51258	157.65411	22.77086	-1.21497	-0.69031	0.17266	-0.19685	0.03360	11.52408	-2.05539	-6.21628	0.05445	-0.14797	0.00239	-7.05683	14.25972	5.09484	-0.01647	-0.02024	0.00568	8.32459	3.69418	173.41527	-1.41237	169.77251	17.50687	-11.34601	-19.66798	5.89974	21.95141	0.03831	14.30329	0.51101	5.51978	0.57399	0.19035	0.50402	4.36417	5.13250	-13.25017	0.19434	0.09131	-0.01734	13.10567	-7.41201	13.48683	1.05717	-15.45437	23.35874	-1.93845	0.70478	0.05382	-0.20639	-0.00198	13.58869	-1.58164	-8.31975	0.18042	-0.15234	0.00550	-4.98790	14.30560	3.38786	0.01140	-0.01764	-0.00563	8.58753	4.51241	-9.95193	1.75090	-16.07894
19	15.08576	-8.54550	-14.90922	-5.54699	23.35834	-0.01371	14.40122	1.93443	-3.83354	0.44341	0.18015	0.34554	5.98379	4.19472	-13.51958	0.01518	0.07481	0.00526	12.33638	-6.45763	-168.91740	-0.48501	157.62605	22.66970	-1.14648	-1.37848	0.15575	-0.16245	0.01392	11.50891	-2.28784	-5.71128	0.05694	-0.13712	-0.00406	-6.78312	14.13950	4.86545	-0.00973	-0.01633	0.00389	8.52557	3.69056	173.82175	-1.31609	169.81717	16.99136	-11.35994	-20.87214	9.57167	23.02285	0.07639	13.82324	0.29826	5.86983	0.52253	0.19915	0.43521	4.35943	5.28936	-12.74091	0.21537	0.08920	-0.01168	13.07660	-7.59582	13.78044	1.09051	-15.40919	23.36846	-1.92155	-0.55300	0.07307	-0.19577	-0.01049	13.56381	-1.81808	-7.56852	0.16364	-0.15721	-0.00547	-4.72723	14.24734	3.42125	0.02231	-0.01950	-0.01003	8.92257	4.53085	-9.52801	1.72719	-16.07137
20	14.96993	-8.36813	-15.03336	-6.04022	25.17122	-0.01643	13.96314	1.95539	-4.24028	0.46477	0.19547	0.33321	5.77158	4.06731	-13.27983	0.01666	0.07719	0.00545	12.46609	-6.44851	-168.71005	-0.43621	157.60135	22.64252	-1.04345	-1.98146	0.13200	-0.13489	-0.00483	11.56073	-2.50974	-5.08004	0.06686	-0.12728	-0.01327	-6.44201	14.05340	4.45043	-0.01181	-0.01237	0.00502	8.75032	3.71388	174.19580	-1.22522	169.86546	16.45579	-11.34274	-21.75374	11.10121	24.17442	0.11443	13.35391	0.15610	6.31871	0.48438	0.20286	0.39981	4.36879	5.39043	-12.61480	0.22633	0.08311	-0.00388	12.99820	-7.75241	14.05645	1.11238	-15.35153	23.44300	-1.89566	-1.68524	0.09229	-0.17026	-0.02190	13.57490	-2.04326	-6.67549	0.13795	-0.14787	-0.01494	-4.44199	14.21629	3.26332	0.03937	-0.01570	-0.01630	9.25704	4.54064	-9.18058	1.70278	-16.06466
21	14.84282	-8.28222	-15.07782	-6.08328	27.72920	-0.02230	13.56564	2.04268	-4.24636	0.48339	0.21831	0.33660	5.60335	3.91985	-13.45207	0.02718	0.07663	0.00823	12.59227	-6.45244	-168.54991	-0.37373	157.57750	22.69292	-0.92689	-2.38911	0.14153	-0.10256	-0.02181	11.68353	-2.67547	-4.49146	0.04832	-0.11250	-0.01513	-6.06990	13.98485	3.93298	0.01206	-0.00653	-0.00519	8.98678	3.75711	174.51529	-1.14120	169.91144	15.88327	-11.30864	-22.30178	12.84578	24.88037	0.16416	12.88041	0.09894	6.76276	0.44462	0.20554	0.36890	4.38537	5.43830	-12.80384	0.22792	0.07786	0.00466	12.87131	-7.89057	14.33385	1.12410	-15.28653	23.57308	-1.86876	-2.57575	0.07540	-0.13572	-0.02288	13.62621	-2.21260	-5.82241	0.13458	-0.12793	-0.02322	-4.14871	14.19924	2.99761	0.04661	-0.01523	-0.01800	9.58503	4.54476	-8.92482	1.67856	-16.06197
22	14.66947	-8.28759	-15.07735	-5.05439	30.32028	-0.02663	13.17692	2.20270	-3.91131	0.48529	0.24964	0.35237	5.47016	3.76616	-13.95801	0.05701	0.08058	0.01614	12.70296	-6.47521	-168.42950	-0.30757	157.54941	22.80964	-0.81549	-2.54827	0.12543	-0.07881	-0.03103	11.87362	-2.75571	-4.08649	0.04799	-0.10037	-0.01942	-5.69871	13.91737	3.41587	0.02027	-0.00609	-0.00869	9.22346	3.81137	174.76729	-1.06530	169.94995	15.27632	-11.27785	-22.54065	14.45123	25.20618	0.21481	12.40453	0.12579	7.05640	0.39398	0.20845	0.32348	4.39704	5.44646	-13.16051	0.24974	0.07233	0.01236	12.70176	-8.02318	14.62845	1.12716	-15.22123	23.74192	-1.84490	-3.17223	0.07359	-0.11054	-0.02479	13.71438	-2.29966	-5.15191	0.12550	-0.11033	-0.02724	-3.86604	14.17972	2.71931	0.05441	-0.01093	-0.02000	9.90151	4.54546	-8.76490	1.65470	-16.06625
23	14.42389	-8.36616	-15.05219	-7.06872	35.27243	-0.05167	12.76672	2.42724	-3.38602	0.51793	0.28905	0.40920	5.35706	3.62527	-14.64510	0.08113	0.07728	0.02178	12.78629	-6.51915	-168.34134	-0.24733	157.51218	22.97516	-0.72259	-2.46405	0.11372	-0.06411	-0.03543	12.12143	-2.74172	-3.95275	0.05289	-0.09108	-0.02477	-5.35258	13.83974	2.99527	0.02135	-0.00852	-0.00911	9.45187	3.86763	174.95047	-0.99812	169.97757	14.64766	-11.26720	-22.52305	13.21429	25.00131	0.21532	11.93993	0.22053	7.07558	0.37212	0.20252	0.29204	4.39695	5.43514	-13.52456	0.24822	0.06811	0.01475	12.49709	-8.16195	14.95000	1.12371	-15.16235	23.92979	-1.82530	-3.48113	0.05792	-0.08959	-0.01959	13.83202	-2.29705	-4.74456	0.13024	-0.09488	-0.03125	-3.60734	14.14352	2.50795	0.06050	-0.01392	-0.02175	10.20173	4.54353	-8.69405	1.63137	-16.07959
24	14.09195	-8.49171	-15.01742	-7.46214	39.30595	-0.07057	12.31618	2.69663	-2.86074	0.52183	0.32873	0.44869	5.24938	3.51743	-15.32331	0.12503	0.07080	0.03186	12.83282	-6.58273	-168.27826	-0.19892	157.46503	23.17121	-0.65468	-2.18688	0.08984	-0.05660	-0.03111	12.41137	-2.64476	-4.11241	0.07457	-0.08222	-0.03749	-5.04693	13.74776	2.73667	0.00735	-0.01197	-0.00312	9.66777	3.91827	175.07388	-0.93893	169.99307	14.01228	-11.28445	-22.32076	11.90626	22.64141	0.20243	11.50372	0.35732	6.76845	0.33729	0.18524	0.24290	4.38768	5.42438	-13.78103	0.26723	0.06279	0.01255	12.26533	-8.31362	15.30143	1.11623	-15.11466	24.11740	-1.81041	-3.55287	0.05732	-0.07833	-0.01789	13.96773	-2.21569	-4.61228	0.12560	-0.07840	-0.03013	-3.37856	14.08436	2.41044	0.08274	-0.00876	-0.02961	10.48211	4.53803	-8.69753	1.60909	-16.10230
25	13.67297	-8.63889	-15.00038	-8.62769	43.69432	-0.09720	11.82349	2.98147	-2.49555	0.53281	0.37086	0.48084	5.13750	3.45977	-15.81528	0.15613	0.06851	0.03696	12.83744	-6.66208	-168.23360	-0.16378	157.41151	23.37979	-0.61145	-1.79374	0.09943	-0.06515	-0.03489	12.72367	-2.48940	-4.52412	0.07297	-0.08158	-0.03706	-4.78641	13.64151	2.66106	0.01749	-0.01352	-0.00738	9.87021	3.95759	175.15332	-0.88584	169.99762	13.38339	-11.32844	-22.01479	11.66646	21.60749	0.19865	11.10884	0.50934	6.17321	0.30984	0.18038	0.19771	4.37747	5.42739	-13.88785	0.26879	0.05430	0.00507	12.01491	-8.47895	15.67970	1.10688	-15.08015	24.28798	-1.80019	-3.46436	0.04952	-0.07232	-0.01308	14.10524	-2.08261	-4.70642	0.14206	-0.06842	-0.03046	-3.17972	14.00699	2.43635	0.07978	-0.00974	-0.02842	10.74162	4.52720	-8.75628	1.58851	-16.13225
26	13.18471	-8.78135	-15.04095	-10.20262	45.69083	-0.12519	11.30774	3.23956	-2.37296	0.53998	0.39370	0.48164	5.01954	3.46251	-16.00448	0.18657	0.06346	0.03933	12.79901	-6.75293	-168.20181	-0.14098	157.35681	23.58209	-0.58760	-1.37122	0.10203	-0.05144	-0.03312	13.03591	-2.30677	-5.09430	0.08472	-0.06324	-0.04106	-4.56466	13.52382	2.74276	0.02100	-0.00495	-0.00878	10.05984	3.98208	175.20720	-0.83686	169.99414	12.77170	-11.39067	-21.68332	13.97869	21.46215	0.23036	10.76035	0.65440	5.39966	0.26379	0.19138	0.14616	4.37445	5.44755	-13.87010	0.29271	0.05150	-0.00406	11.75455	-8.65314	16.07699	1.09683	-15.05822	24.42787	-1.79463	-3.30149	0.07651	-0.09362	-0.01523	14.22507	-1.93383	-4.93464	0.13611	-0.07480	-0.02208	-3.00635	13.92458	2.55998	0.09708	-0.00904	-0.03382	10.98151	4.50920	-8.84999	1.57041	-16.16550
