frame,time,Gastrocnemius Medialis,Tibialis Anterior,Soleus,Vastus Medialis,Vastus Lateralis,Rectus Femoris,Biceps Femoris,Semitendinosus,Gracilis,Gluteus Medius,External Oblique
50.0,5.99396,0.0,0.436181,0.0,0.0,0.0,0.00905403,0.0,0.182293,0.100558,0.277601,0.0288768
51.0,6.02729,0.0,0.25017,0.0,0.0529357,0.186156,0.239058,0.0,0.0538577,0.0,0.478784,0.0983594
52.0,6.06063,0.0,0.119694,0.00360085,0.0448521,0.159675,0.319868,0.0,0.0436846,0.0,0.60982,0.0532592
53.0,6.09396,0.0,0.00495599,0.0,0.0192126,0.073723,0.374096,0.0,0.0134262,0.0,0.402006,0.0
54.0,6.12729,0.0,0.00325079,0.0,0.0159003,0.0623274,0.33237,0.0,0.0160541,0.0,0.468884,0.0
55.0,6.16063,0.0,0.0883814,0.0,0.00429221,0.0263812,0.432844,0.0,0.00853245,0.0,0.435156,0.0
56.0,6.19396,0.0,0.386608,0.0,0.0220065,0.0759429,0.593544,0.0,0.0,0.0765361,0.453142,0.00211646
57.0,6.22729,0.0,0.596057,0.0,0.0530899,0.173252,0.696142,0.0,0.0,0.153232,0.486378,0.00499644
58.0,6.26063,0.0,0.635061,0.0,0.07603,0.233763,0.677318,0.0,0.0,0.16708,0.437713,0.0
59.0,6.29396,0.051318,0.531066,0.0,0.0475206,0.162634,0.460455,0.0,0.00136306,0.106989,0.175989,0.192821
60.0,6.32729,0.180734,0.0402598,0.0,0.0666636,0.184131,0.0,0.284118,0.0,0.0,0.59223,0.237649
61.0,6.36063,0.0499129,0.0,0.0702185,0.0326003,0.100376,0.0,0.340914,0.0,0.0,0.295196,0.11978
62.0,6.39396,0.0,0.0746445,0.0,0.0,0.0,0.0,0.138288,0.108642,0.0,0.354026,0.19309
63.0,6.42729,0.324269,0.0,0.281391,0.0596397,0.244153,0.0,0.201373,0.0117579,0.0,0.414237,0.0173304
64.0,6.46063,0.174735,0.0,0.161474,0.00861513,0.177499,0.0349022,0.00436357,0.0,0.0,0.12051,0.113355
65.0,6.49396,0.0,0.0180101,0.00512761,0.0,0.0961723,0.140725,0.0,0.0,0.0311335,0.0429636,0.107554
66.0,6.52729,0.0,0.0373635,0.00467347,0.0,0.0575253,0.268168,0.0,0.0,0.0,0.187621,0.0929088
67.0,6.56063,0.0,0.0304432,0.0,0.0,0.00718295,0.0893976,0.0,0.00113555,0.0,0.181792,0.0151081
68.0,6.59396,0.0,0.214306,0.0,0.0,0.0,0.0,0.0209759,0.0,0.171336,0.18408,0.0569342
69.0,6.62729,0.0,0.570106,0.0,0.0,0.0,0.0,0.161249,0.0,0.38294,0.215929,0.0
70.0,6.66063,0.0,0.373937,0.0,0.0,0.0,0.0,0.0,0.0,0.260307,0.0,0.142709
71.0,6.69396,0.0,0.521527,0.0,0.0,0.0,0.0,0.0572492,0.0263476,0.391633,0.0,0.122694
72.0,6.72729,0.0117138,0.544723,0.0,0.0,0.0,0.0,0.0563111,0.169648,0.387444,0.044362,0.0870505
73.0,6.76063,0.0784002,0.517358,0.0,0.0,0.0,0.0,0.0987384,0.355671,0.388174,0.0704524,0.0753922
74.0,6.79396,0.0652062,0.282942,0.0,0.0,0.0,0.0,0.210984,0.406721,0.227874,0.0948381,0.0604292
75.0,6.82729,0.0463271,0.0731932,0.0,0.0,0.0,0.0,0.354411,0.381191,0.0614853,0.138711,0.0
76.0,6.86063,0.0,0.980139,0.0,0.01702,0.0780786,0.0,0.278702,0.160355,0.0,0.143047,0.102302
77.0,6.89396,0.0,0.963698,0.0,0.134373,0.41158,0.0,0.0627855,0.0346035,0.0,0.128857,0.103193
78.0,6.92729,0.0,0.350296,0.0,0.0,0.0388875,0.0174042,0.0,0.00860047,0.0,0.0,0.185762
79.0,6.96063,0.0,0.265444,0.0,0.0,0.0,0.0,0.0,0.104751,0.0393369,0.0198467,0.1727
80.0,6.99396,0.0,0.286126,0.0,0.0,0.0,0.0,0.0622861,0.089198,0.0378767,0.0,0.192993
81.0,7.02729,0.0,0.630991,0.0,0.0,0.0290367,0.0,0.147739,0.138782,0.0,0.180707,0.0555492
82.0,7.06063,0.0,0.488839,0.0,0.0,0.0160624,0.0244924,0.0179617,0.117748,0.0,0.286217,0.0
83.0,7.09396,0.0,0.607996,0.0,0.0,0.0,0.0309583,0.0,0.141165,0.0479461,0.331629,0.0
84.0,7.12729,0.0,0.32265,0.0,0.0599056,0.202458,0.221036,0.0,0.0491734,0.0,0.447461,0.0994916
85.0,7.16063,0.0,0.20131,0.0,0.0525139,0.178193,0.347578,0.0,0.0363425,0.0,0.585022,0.0380802
86.0,7.19396,0.0,0.0371499,0.0,0.0205773,0.075531,0.414884,0.0,0.0,0.0072363,0.264039,0.0
87.0,7.22729,0.0,0.0102897,0.0,0.013484,0.0507194,0.377134,0.0,0.000640392,0.0,0.400364,0.0
88.0,7.26063,0.0,0.103141,0.0,0.00928318,0.0359383,0.477529,0.0,0.0,0.0184148,0.380435,0.0
89.0,7.29396,0.0,0.262925,0.0,0.0328933,0.10662,0.627738,0.0,0.0,0.103449,0.441849,0.0
90.0,7.32729,0.0,0.5337,0.0,0.0618271,0.197041,0.699597,0.0,0.0,0.172012,0.45596,0.0
91.0,7.36063,0.0377117,0.524768,0.0,0.0725965,0.220397,0.713191,0.0,0.0,0.175216,0.506158,0.0
92.0,7.39396,0.316434,0.543525,0.0,0.0663664,0.190656,0.527415,0.0,0.0,0.121483,0.188259,0.182904
93.0,7.42729,0.142678,0.0,0.0,0.0600422,0.187154,0.0,0.259709,0.0,0.0,0.50298,0.218005
94.0,7.46063,0.103451,0.0167535,0.339744,0.0215214,0.0985581,0.0,0.271804,0.0,0.0,0.250491,0.0495715
95.0,7.49396,0.256238,0.0302762,0.420179,0.0022953,0.078458,0.0,0.147395,0.00960739,0.0,0.490497,0.112362
96.0,7.52729,0.436203,0.0,0.364187,0.0591538,0.228088,0.0,0.233409,0.0222635,0.0,0.448964,0.0
97.0,7.56063,0.0536431,0.0,0.115828,0.0,0.103643,0.0,0.0699584,0.0169106,0.0,0.188225,0.154621
